name,profile,url,bias,factual,credibility
In Defence of Marxism – Bias and Credibility,https://mediabiasfactcheck.com/in-defence-of-marxism/,www.marxist.com,left,mostly,medium credibility
Informed Comment – Bias and Credibility,https://mediabiasfactcheck.com/informed-comment/,www.juancole.com,left,mostly,medium credibility
Het Laatste Nieuws (HLN) – Bias and Credibility,https://mediabiasfactcheck.com/het-laatste-nieuws-hln/,www.hln.be,right-center,mostly,high credibility
The Hindu Business Line – Bias and Credibility,https://mediabiasfactcheck.com/the-hindu-business-line/,www.thehindubusinessline.com,right-center,mixed,medium credibility
Lavender Magazine – Bias and Credibility,https://mediabiasfactcheck.com/lavender-magazine/,www.lavendermagazine.com,left,high,high credibility
India Times – Bias and Credibility,https://mediabiasfactcheck.com/india-times-bias-rating/,www.indiatimes.com,right-center,mixed,medium credibility
Institute for Humane Studies – Bias and Credibility,https://mediabiasfactcheck.com/institute-for-humane-studies/,www.theihs.org,right-center,high,high credibility
Jessamine Journal – Bias and Credibility,https://mediabiasfactcheck.com/jessamine-journal-bias/,www.jessaminejournal.com,right-center,high,high credibility
Milwaukee Independent – Bias and Credibility,https://mediabiasfactcheck.com/milwaukee-independent/,www.milwaukeeindependent.com,left,mostly,medium credibility
BNR NewsRadio – Bias and Credibility,https://mediabiasfactcheck.com/bnr-newsradio/,www.bnr.nl,right-center,mostly,high credibility
Arizona Mirror – Bias and Credibility,https://mediabiasfactcheck.com/arizona-mirror-bias/,www.azmirror.com,left,high,high credibility
Bugle Observer – Bias and Credibility,https://mediabiasfactcheck.com/bugle-observer-bias/,www.tj.news,right-center,high,high credibility
California Political Review – Bias and Credibility,https://mediabiasfactcheck.com/california-political-review/,www.capoliticalreview.com,right-center,mostly,medium credibility
Bolde – Bias and Credibility,https://mediabiasfactcheck.com/bolde-bias/,www.bolde.com,left,mixed,medium credibility
CCN.com – Bias and Credibility,https://mediabiasfactcheck.com/ccn-markets-bias-rating/,www.ccn.com,right-center,high,high credibility
Check Your Fact – Bias and Credibility,https://mediabiasfactcheck.com/check-your-fact/,www.checkyourfact.com,right-center,high,high credibility
Ceasefire Magazine – Bias and Credibility,https://mediabiasfactcheck.com/ceasefire-magazine/,ceasefiremagazine.co.uk,left,high,high credibility
Chicago Reader – Bias and Credibility,https://mediabiasfactcheck.com/chicago-reader/,www.chicagoreader.com,left,high,high credibility
Climate Home News – Bias and Credibility,https://mediabiasfactcheck.com/climate-home-news-bias/,www.climatechangenews.com,left,high,high credibility
Daily Mining Gazette – Bias and Credibility,https://mediabiasfactcheck.com/daily-mining-gazette/,www.mininggazette.com,right-center,high,high credibility
Danville Advocate-Messenger – Bias and Credibility,https://mediabiasfactcheck.com/danville-advocate-messenger-bias/,www.amnews.com,right-center,high,high credibility
Cop Block – Bias and Credibility,https://mediabiasfactcheck.com/cop-block/,www.copblock.org,left,mixed,medium credibility
CrimethInc – Bias and Credibility,https://mediabiasfactcheck.com/crimethinc/,www.crimethinc.com,left,high,high credibility
Daily Dot – Bias and Credibility,https://mediabiasfactcheck.com/daily-dot/,www.dailydot.com,left,high, credibility
Daily Sound and Fury – Bias and Credibility,https://mediabiasfactcheck.com/daily-sound-and-fury/,www.dailysoundandfury.com,left,mixed,medium credibility
Edmonton Sun – Bias and Credibility,https://mediabiasfactcheck.com/edmonton-sun/,www.edmontonsun.com,right-center,high,high credibility
End Time Headlines – Bias and Credibility,https://mediabiasfactcheck.com/end-time-headlines/,www.endtimeheadlines.org,right-center,mostly,medium credibility
Electronic Intifada – Bias and Credibility,https://mediabiasfactcheck.com/electronic-intifada/,www.electronicintifada.net,left,mostly,no credibility rating available
Evonomics – Bias and Credibility,https://mediabiasfactcheck.com/evonomics/,www.evonomics.com,left,high,high credibility
Fort Bend Herald – Bias and Credibility,https://mediabiasfactcheck.com/fort-bend-herald/,www.fbherald.com,right-center,high,high credibility
Fortune Magazine – Bias and Credibility,https://mediabiasfactcheck.com/fortune-magazine/,www.fortune.com,right-center,high,high credibility
Gay Star News – Bias and Credibility,https://mediabiasfactcheck.com/gay-star-news/,www.gaystarnews.com,left,mixed,medium credibility
Freedom Alliance – Bias and Credibility,https://mediabiasfactcheck.com/freedom-alliance-bias-rating/,www.freedomalliance.org,right-center,high,no credibility rating available
Grasping Reality With Both Hands: Bradford DeLong – Bias and Credibility,https://mediabiasfactcheck.com/grasping-reality-hands-bradford-delong/,www.bradford-delong.com,left,high,high credibility
Grand Haven Tribune – Bias and Credibility,https://mediabiasfactcheck.com/grand-haven-tribune-bias/,www.grandhaventribune.com,right-center,high,high credibility
Greenville Daily Advocate – Bias and Credibility,https://mediabiasfactcheck.com/greenville-daily-advocate-bias/,www.dailyadvocate.com,right-center,high,high credibility
Inequality Media – Bias and Credibility,https://mediabiasfactcheck.com/inequality-media/,www.inequalitymedia.org,left,high,high credibility
Institute for Policy Studies – Bias and Credibility,https://mediabiasfactcheck.com/institute-policy-studies/,www.ips-dc.org,left,mostly,medium credibility
Iowa Starting Line – Bias and Credibility,https://mediabiasfactcheck.com/iowa-starting-line/,www.iowastartingline.com,left,high,high credibility
Junkee – Bias and Credibility,https://mediabiasfactcheck.com/junkee-bias/,www.junkee.com,left,mostly,high credibility
Left Foot Forward – Bias and Credibility,https://mediabiasfactcheck.com/left-foot-forward/,www.leftfootforward.org,left,mixed,medium credibility
Il Giornale – Bias and Credibility,https://mediabiasfactcheck.com/il-giornale/,www.ilgiornale.it,right-center,mostly,medium credibility
Liberal America – Bias and Credibility,https://mediabiasfactcheck.com/liberal-america/,www.liberalamerica.org,left,mixed,medium credibility
Interfax – Russia – Bias and Credibility,https://mediabiasfactcheck.com/interfax-russia-bias/,www.interfax.ru,right-center,mixed,medium credibility
Meduza – Bias and Credibility,https://mediabiasfactcheck.com/meduza/,www.meduza.io,left,high,high credibility
Bogalusa Daily News – Bias and Credibility,https://mediabiasfactcheck.com/bogalusa-daily-news-bias/,www.bogalusadailynews.com,right-center,high,high credibility
Americans United for Separation of Church and State – Bias and Credibility,https://mediabiasfactcheck.com/american-united-separation-church-state/,www.au.org,left,high,high credibility
Breakthrough Institute – Bias and Credibility,https://mediabiasfactcheck.com/breakthrough-institute/,www.thebreakthrough.org,right-center,high,high credibility
B.T. Denmark – Bias and Credibility,https://mediabiasfactcheck.com/b-t-denmark/,www.bt.dk,right-center,mostly,high credibility
Business Standard (India) – Bias and Credibility,https://mediabiasfactcheck.com/business-standard-india/,www.business-standard.com,right-center,mostly,high credibility
Black Main Street – Bias and Credibility,https://mediabiasfactcheck.com/black-main-street/,www.blackmainstreet.net,left,mostly,medium credibility
Cassopolis Vigilant – Bias and Credibility,https://mediabiasfactcheck.com/cassopolis-vigilant-bias/,www.leaderpub.com,right-center,high,high credibility
Call to Activism – Bias and Credibility,https://mediabiasfactcheck.com/call-to-activism/,www.calltoactivism.com,left,mostly,medium credibility
Christianity Today – Bias and Credibility,https://mediabiasfactcheck.com/christianity-today/,www.christianitytoday.com,right-center,high,high credibility
Center for Media and Democracy (PR Watch) – Bias and Credibility,https://mediabiasfactcheck.com/center-for-media-and-democracy/,www.prwatch.org,left,high,high credibility
Committee for a Responsible Federal Budget – Bias and Credibility,https://mediabiasfactcheck.com/committee-for-a-responsible-federal-budget/,www.crfb.org,right-center,high,high credibility
Dadeville Record – Bias and Credibility,https://mediabiasfactcheck.com/dadeville-record-bias/,www.alexcityoutlook.com,right-center,high,high credibility
Colorado Times Recorder – Bias and Credibility,https://mediabiasfactcheck.com/colorado-times-recorder-bias/,www.coloradotimesrecorder.com,left,high,high credibility
Dallas Morning News – Bias and Credibility,https://mediabiasfactcheck.com/dallas-morning-news/,www.dallasnews.com,right-center,high,high credibility
Consortium News – Bias and Credibility,https://mediabiasfactcheck.com/consortium-news/,www.consortiumnews.com,left,mostly,high credibility
CounterCurrents.org – Bias and Credibility,https://mediabiasfactcheck.com/countercurrents-org/,www.countercurrents.org,left,mostly,high credibility
CounterPunch – Bias and Credibility,https://mediabiasfactcheck.com/counterpunch/,www.counterpunch.org,left,mostly,high credibility
Die Presse – Bias and Credibility,https://mediabiasfactcheck.com/die-presse/,www.diepresse.com,right-center,high,high credibility
Daily Beast – Bias and Credibility,https://mediabiasfactcheck.com/daily-beast/,www.thedailybeast.com,left,mixed, credibility
Eaton Register-Herald – Bias and Credibility,https://mediabiasfactcheck.com/eaton-register-herald-bias/,www.registerherald.com,right-center,high,high credibility
Edmonton Journal – Bias and Credibility,https://mediabiasfactcheck.com/edmonton-journal/,www.edmontonjournal.com,right-center,high,high credibility
Edwardsburg Argus – Bias and Credibility,https://mediabiasfactcheck.com/edwardsburg-argus-bias/,www.leaderpub.com,right-center,high,high credibility
Deshabhimani – Bias and Credibility,https://mediabiasfactcheck.com/deshabhimani/,www.deshabhimani.com,left,mixed,medium credibility
Dissent Magazine – Bias and Credibility,https://mediabiasfactcheck.com/dissent-magazine/,www.dissentmagazine.org,left,high,high credibility
Fairview Post – Bias and Credibility,https://mediabiasfactcheck.com/fairview-post-bias/,www.fairviewpost.com,right-center,high,high credibility
Elite Daily – Bias and Credibility,https://mediabiasfactcheck.com/elite-daily/,www.elitedaily.com,left,mixed,medium credibility
Fifth Estate – Bias and Credibility,https://mediabiasfactcheck.com/fifth-estate/,www.fifthestate.org,left,high,high credibility
Foreign Policy News – Bias and Credibility,https://mediabiasfactcheck.com/foreign-policy-news/,www.foreignpolicynews.org,left,mixed,medium credibility
FStv (freespeech.org) – Bias and Credibility,https://mediabiasfactcheck.com/fstv-freespeech-org/,www.freespeech.org,left,mixed,medium credibility
Frankfort Times – Bias and Credibility,https://mediabiasfactcheck.com/frankfort-times-bias/,www.ftimes.com,right-center,high,high credibility
Giffords Law Center to Prevent Gun Violence – Bias and Credibility,https://mediabiasfactcheck.com/giffords-law-center-to-prevent-gun-violence-bias/,www.giffords.org,left,mostly,high credibility
GQ Magazine – Bias and Credibility,https://mediabiasfactcheck.com/gq-magazine/,www.gq.com,left,high,high credibility
Grand Forks Herald – Bias and Credibility,https://mediabiasfactcheck.com/grand-forks-herald-bias/,www.grandforksherald.com,right-center,high,high credibility
Human Rights Campaign (HRC) – Bias and Credibility,https://mediabiasfactcheck.com/human-rights-campaign/,www.hrc.org,left,high,high credibility
Hammond Daily Star – Bias and Credibility,https://mediabiasfactcheck.com/hammond-daily-star-bias/,www.hammondstar.com,right-center,high,high credibility
Amandla – Bias and Credibility,https://mediabiasfactcheck.com/amandla/,aidc.org.za,left,high,high credibility
Bay Area Reporter – Bias and Credibility,https://mediabiasfactcheck.com/bay-area-reporter/,www.ebar.com,left,high,high credibility
Brut.Media – Bias and Credibility,https://mediabiasfactcheck.com/brut-media-bias/,www.brut.media,left,mostly,medium credibility
Clarin – Bias and Credibility,https://mediabiasfactcheck.com/clarin-bias/,www.clarin.com,right-center,high,high credibility
Cochrane Times – Bias and Credibility,https://mediabiasfactcheck.com/cochrane-times-bias/,www.cochranetimes.com,right-center,high,high credibility
Colorado Springs Gazette – Bias and Credibility,https://mediabiasfactcheck.com/colorado-springs-gazette/,www.gazette.com,right-center,high,high credibility
Counter Extremism Project – Bias and Credibility,https://mediabiasfactcheck.com/counter-extremism-project/,www.counterextremism.com,right-center,high,high credibility
DailyO – Bias and Credibility,https://mediabiasfactcheck.com/DailyO-bias-rating/,www.dailyo.in,right-center,mixed,medium credibility
Cosmopolitan – Bias and Credibility,https://mediabiasfactcheck.com/cosmopolitan/,www.cosmopolitan.com,left,mixed,medium credibility
Devon Dispatch – Bias and Credibility,https://mediabiasfactcheck.com/devon-dispatch-bias/,www.devondispatch.ca,right-center,high,high credibility
